STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,cluster
1047099999,1/1/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-0.4,6,-3.4,6,989.8,6,950.0,6,28.0,6,7.1,6,9.7,999.9,14.4, ,-8.1, ,0.01,F,16.5,1000,6
1047099999,1/2/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-15.7,6,-18.8,6,987.9,6,946.9,6,37.3,6,4.2,6,9.7,999.9,0.1, ,-19.5, ,0.01,G,16.5,0,6
1047099999,1/3/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-18.8,6,-22.2,6,991.6,6,950.1,6,31.4,6,3.2,6,5.8,999.9,-9.8, ,-22.7, ,0.0,G,16.5,0,6
1047099999,1/4/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-17.7,6,-21.5,6,999.6,6,957.9,6,1.6,6,3.6,6,5.8,999.9,-13.7, ,-23.6, ,0.0,G,16.1,100000,6
1047099999,1/5/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-16.5,6,-20.2,6,1001.1,6,959.4,6,25.2,6,4.5,6,5.8,999.9,-2.2, ,-30.5, ,0.0,G,16.1,1000,6
1047099999,1/6/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-4.6,6,-7.6,6,1003.8,6,963.1,6,37.3,6,2.9,6,5.8,999.9,5.4, ,-14.1, ,0.02,G,16.1,0,6
1047099999,1/7/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",3.5,6,1.1,6,1011.0,6,970.7,6,2.7,6,1.3,6,5.8,999.9,10.0, ,-13.5, ,0.0,G,15.7,101000,6
1047099999,1/8/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-2.5,6,-5.3,6,1010.1,6,969.4,6,10.1,6,4.2,6,5.8,999.9,10.6, ,-19.7, ,0.01,G,16.5,1000,6
1047099999,1/9/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-2.2,6,-4.9,6,1008.9,6,968.2,6,14.4,6,2.9,6,5.8,999.9,2.7, ,-5.6, ,0.04,G,16.9,1000,6
1047099999,1/10/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-22.2,6,-25.1,6,1016.6,6,973.7,6,35.7,6,3.6,6,5.8,999.9,-3.1, ,-27.6, ,0.04,G,16.9,0,6
1047099999,1/11/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-2.2,6,-5.0,6,1017.9,6,976.8,6,36.8,6,3.9,6,9.7,999.9,4.3, ,-22.4, ,0.0,G,16.9,0,6
1047099999,1/12/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",6.6,6,5.0,6,1014.7,6,974.5,6,37.3,6,4.7,5,9.7,999.9,16.2, ,-5.6, ,0.0,G,16.5,0,6
1047099999,1/13/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",18.8,5,17.1,5,994.9,5,956.4,5,22.8,5,6.6,5,13.6,999.9,31.1, ,-7.1, ,0.0,G,16.5,1000,2
1047099999,1/14/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",25.4,6,23.2,6,997.9,6,959.8,6,31.6,6,6.2,6,13.6,999.9,34.2, ,12.6, ,0.54,G,21.7,1000,2
1047099999,1/15/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",24.2,5,22.9,5,999.3,5,961.1,5,22.0,5,11.3,5,13.6,999.9,32.2, ,14.4, ,0.0,G,21.3,1000,2
1047099999,1/16/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",39.9,6,31.3,6,991.5,6,954.8,6,37.3,6,8.4,6,9.7,999.9,44.1, ,32.4, ,0.41,G,23.6,0,3
1047099999,1/17/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",37.5,6,31.5,6,993.1,6,956.1,6,37.3,6,12.3,6,13.6,999.9,41.7, ,34.2, ,0.0,G,22.4,0,3
1047099999,1/18/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",32.5,6,26.4,6,997.7,6,960.2,6,37.8,6,9.7,6,9.7,999.9,39.7, ,29.5, ,0.0,G,21.7,0,3
1047099999,1/19/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",22.6,6,18.3,6,1008.0,6,969.3,6,27.8,6,8.4,6,19.4,999.9,30.7, ,16.3, ,0.04,G,22.0,1000,2
1047099999,1/20/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",4.5,6,0.3,6,1029.1,6,988.1,6,37.3,6,7.4,6,9.7,999.9,18.9, ,-15.0, ,0.09,G,22.0,0,6
1047099999,1/21/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-16.1,6,-19.9,6,1033.1,6,990.1,6,24.6,6,3.2,6,5.8,999.9,2.8, ,-26.0, ,0.0,G,22.0,1000,6
1047099999,1/22/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-3.8,5,-6.9,5,1016.9,5,975.7,5,31.1,5,3.5,5,9.7,999.9,6.6, ,-17.1,*,0.01,G,21.7,0,6
1047099999,1/24/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-6.5,6,-9.6,6,1007.0,6,966.0,6,19.0,6,4.2,6,9.7,999.9,10.6, ,-11.6, ,0.0,G,21.7,100000,6
1047099999,1/25/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",4.4,6,2.0,6,995.4,6,955.8,6,7.7,6,3.6,6,5.8,999.9,8.2, ,-8.0, ,0.0,G,21.3,1000,6
1047099999,1/26/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",18.4,6,17.0,6,986.9,6,948.8,6,26.4,6,6.8,6,9.7,999.9,22.5, ,8.2, ,0.13,G,22.4,1000,2
1047099999,1/27/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",15.2,6,13.8,6,998.0,6,959.1,6,24.1,6,6.5,6,9.7,999.9,19.9, ,6.3, ,0.02,G,22.0,100000,2
1047099999,1/28/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",22.3,6,21.1,6,998.2,6,959.9,6,26.7,6,9.1,6,9.7,999.9,24.8, ,13.1, ,0.0,G,22.0,1000,2
1047099999,1/29/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",11.6,6,10.1,6,1008.7,6,969.1,6,38.8,6,7.8,6,9.7,999.9,22.6, ,0.9, ,0.03,G,22.4,0,6
1047099999,1/30/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",5.9,6,3.9,6,1009.0,6,969.0,6,7.3,6,6.8,6,9.7,999.9,19.9, ,-11.9, ,0.0,G,22.4,1000,6
1047099999,1/31/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",12.8,6,11.4,6,1004.4,6,965.1,6,26.6,6,4.5,6,9.7,999.9,19.4, ,5.9, ,0.12,G,24.4,1000,2
1047099999,2/1/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",26.2,6,25.1,6,1022.9,6,984.0,6,26.9,6,4.9,6,5.8,999.9,30.9, ,18.7, ,0.11,G,25.2,1000,2
1047099999,2/2/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",16.3,5,12.2,5,1036.0,5,995.8,5,30.4,5,8.2,5,9.7,999.9,28.8, ,0.3, ,0.01,G,24.4,1000,2
1047099999,2/3/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-22.1,6,-25.1,6,1038.0,6,994.3,6,27.4,6,3.2,6,5.8,999.9,0.3, ,-27.8, ,0.0,G,24.4,1000,6
1047099999,2/4/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",-8.7,6,-11.9,6,1025.1,6,983.1,6,18.3,6,8.4,6,13.6,999.9,1.6, ,-27.9, ,0.01,G,24.4,1000,6
1047099999,2/5/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",11.4,6,7.6,6,1008.8,6,969.2,6,13.3,6,13.0,6,19.4,999.9,16.3, ,1.6, ,0.11,G,24.0,1000,6
1047099999,2/6/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",29.5,5,23.5,5,1020.7,5,982.1,5,34.2,5,15.2,5,19.4,999.9,35.4, ,8.8, ,0.12,G,25.2,0,2
1047099999,2/7/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",42.9,6,31.9,6,1027.8,6,989.9,6,32.6,6,12.6,6,19.4,999.9,44.2, ,35.2, ,0.0,G,23.6,0,3
1047099999,2/8/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",26.0,6,22.8,6,1036.0,6,996.6,6,39.9,6,11.0,6,13.6,999.9,41.7, ,21.4, ,0.0,G,21.7,0,2
1047099999,2/9/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",19.5,6,15.8,6,1027.5,6,987.9,6,39.9,6,12.6,6,19.4,999.9,23.0, ,16.9, ,0.0,G,21.7,0,2
1047099999,2/10/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",27.6,6,20.4,6,1030.3,6,991.2,6,37.8,6,8.4,6,9.7,999.9,30.7, ,19.4, ,0.0,G,21.7,0,2
1047099999,2/11/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",38.5,5,28.9,5,1022.5,4,984.5,4,40.4,5,13.2,5,19.4,999.9,39.9, ,30.2, ,0.0,G,21.7,0,3
1047099999,2/12/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",22.1,6,16.9,6,1030.2,6,990.7,6,40.4,6,7.4,6,9.7,999.9,37.6, ,16.0, ,0.01,G,20.5,0,2
1047099999,2/13/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",18.9,6,14.6,6,1031.2,6,991.3,6,39.9,6,6.5,6,9.7,999.9,21.6, ,12.2, ,0.0,G,20.5,0,2
1047099999,2/14/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",16.0,6,11.8,6,1024.8,6,985.0,6,39.4,6,7.8,5,13.6,999.9,20.1, ,9.1, ,0.0,G,20.5,0,2
1047099999,2/15/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",14.0,6,11.1,6,1024.7,6,984.7,6,26.2,6,7.8,6,9.7,999.9,23.2, ,-3.3, ,0.0,G,20.5,1000,6
1047099999,2/16/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",18.5,5,17.0,5,1017.6,5,978.2,5,30.4,5,4.7,5,5.8,999.9,23.2, ,9.7, ,0.04,G,21.3,1000,2
1047099999,2/17/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",23.4,6,19.9,6,1014.2,6,975.4,6,37.8,6,6.5,6,9.7,999.9,26.8, ,15.8, ,0.01,G,22.0,0,2
1047099999,2/18/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",20.3,6,14.6,6,1016.2,6,977.1,6,39.9,6,10.4,6,13.6,999.9,24.3, ,14.0, ,0.0,G,22.0,0,2
1047099999,2/21/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",16.8,4,13.4,4,1007.5,4,968.4,4,31.8,4,7.8,4,9.7,999.9,20.3, ,12.0, ,0.0,G,999.9,0,2
1047099999,2/22/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",23.0,6,21.2,6,1007.0,6,968.4,6,37.3,6,9.1,6,13.6,999.9,27.9, ,11.1, ,0.0,G,22.0,0,2
1047099999,2/23/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",33.6,6,32.5,6,1005.4,6,967.6,6,27.4,6,9.1,6,13.6,999.9,35.6, ,25.7, ,0.14,G,23.2,10000,3
1047099999,2/24/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",32.3,6,30.0,6,1003.7,6,966.0,6,25.7,6,15.2,6,19.4,999.9,34.9, ,29.8, ,0.0,G,22.4,1000,3
1047099999,2/25/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",33.7,6,31.6,6,1001.8,6,964.2,6,21.4,6,9.1,6,13.6,999.9,34.7, ,32.7, ,0.01,G,22.0,1000,3
1047099999,2/26/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",27.7,6,26.2,6,1007.1,6,968.9,6,11.4,6,6.2,6,9.7,999.9,32.5, ,25.9, ,0.06,G,21.7,1000,2
1047099999,2/27/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",24.3,6,21.2,6,1008.0,6,969.4,6,38.3,6,5.5,6,9.7,999.9,29.3, ,16.3, ,0.02,G,22.0,0,2
1047099999,3/1/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",10.3,6,8.5,6,1014.3,6,974.4,6,1.5,6,4.5,6,9.7,999.9,25.0, ,-1.7, ,0.0,G,22.0,101000,6
1047099999,3/2/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",19.4,6,17.4,6,999.2,6,960.6,6,38.3,6,3.9,6,5.8,999.9,27.3, ,1.8, ,0.08,G,22.4,0,2
1047099999,3/3/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",18.5,6,16.4,6,985.9,6,947.8,6,3.1,6,6.2,6,9.7,999.9,29.1, ,-2.2, ,0.02,G,22.0,1000,2
1047099999,3/4/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",25.2,6,20.0,6,984.9,6,947.4,6,39.4,6,4.5,6,5.8,999.9,31.6, ,11.3, ,0.18,G,24.0,0,2
1047099999,3/5/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",13.6,6,12.1,6,982.2,6,943.8,6,7.1,6,2.6,6,5.8,999.9,23.0, ,8.6, ,0.0,G,24.0,100000,2
1047099999,3/6/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",0.9,6,-1.6,6,990.2,6,950.5,6,20.1,6,1.6,6,5.8,999.9,11.8, ,-9.2, ,0.0,G,24.0,0,6
1047099999,3/7/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",7.6,6,4.6,6,1007.2,6,967.4,6,39.9,6,3.2,6,5.8,999.9,21.4, ,-6.0, ,0.0,G,23.6,0,6
1047099999,3/8/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",22.7,6,19.6,6,998.8,6,960.5,6,12.9,6,6.2,6,9.7,999.9,25.5, ,5.7, ,0.2,G,25.2,1000,2
1047099999,3/9/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",22.9,6,16.0,6,1012.6,6,973.9,6,38.8,6,1.6,6,5.8,999.9,31.8, ,16.2, ,0.14,G,25.6,0,2
1047099999,3/10/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",8.4,6,2.1,6,1013.0,6,973.0,6,40.4,6,5.8,6,5.8,999.9,25.2, ,-10.3, ,0.0,G,25.6,0,6
1047099999,3/11/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",11.7,6,5.5,6,1007.4,6,967.9,6,40.4,6,6.5,6,9.7,999.9,27.7, ,-10.7, ,0.0,G,25.6,0,6
1047099999,3/12/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",10.7,6,6.3,6,1008.4,6,968.8,6,35.7,6,4.9,6,5.8,999.9,21.2, ,-2.0, ,0.0,G,21.7,1000,6
1047099999,3/13/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",0.0,6,-6.0,6,998.9,6,958.7,6,34.2,6,8.4,6,13.6,999.9,14.4, ,-23.4, ,0.0,G,21.7,1000,6
1047099999,3/14/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",1.7,5,-4.8,5,998.3,5,958.3,5,40.4,5,5.4,5,9.7,999.9,16.5, ,-20.0, ,0.02,G,22.0,0,6
1047099999,3/15/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",10.5,6,2.9,6,987.1,6,948.3,6,38.8,6,6.8,6,9.7,999.9,19.8, ,-17.0, ,0.0,G,22.0,0,6
1047099999,3/16/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",14.4,6,6.8,6,1004.3,6,965.1,6,39.9,6,8.1,6,13.6,999.9,24.4, ,-0.9, ,0.01,G,22.0,0,6
1047099999,3/17/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",20.1,6,13.4,6,1006.2,6,967.5,6,29.0,6,9.7,6,9.7,999.9,24.4, ,9.9, ,0.01,G,22.0,1000,2
1047099999,3/18/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",25.2,6,21.2,6,989.6,6,951.8,6,22.8,6,10.7,6,19.4,999.9,36.7, ,6.6, ,0.19,G,24.0,1000,2
1047099999,3/19/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",21.0,6,12.4,6,999.7,6,961.2,6,36.8,6,10.0,6,19.4,999.9,30.6, ,10.0, ,0.04,G,26.4,0,2
1047099999,3/20/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",16.0,6,6.7,6,1009.6,6,970.3,6,40.4,6,7.1,6,9.7,999.9,24.4, ,-2.9, ,0.0,G,26.4,0,6
1047099999,3/21/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",19.1,5,11.0,5,1021.3,4,981.7,4,40.4,5,7.4,5,9.7,999.9,31.1, ,-1.7, ,0.0,G,26.0,0,2
1047099999,3/22/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",33.2,6,21.0,6,1015.7,6,977.6,6,39.4,6,14.2,6,19.4,999.9,39.7, ,24.1, ,0.0,G,26.0,0,3
1047099999,3/23/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",32.7,6,19.5,6,1015.2,6,977.0,6,40.4,6,10.4,6,13.6,999.9,44.8, ,20.5, ,0.0,G,25.6,0,3
1047099999,3/24/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",29.0,6,17.8,6,1003.3,6,965.3,6,40.4,6,15.5,6,19.4,999.9,37.4, ,17.8, ,0.0,G,24.4,0,2
1047099999,3/25/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",27.2,5,20.5,5,987.9,5,950.4,5,30.0,5,11.3,5,13.6,999.9,34.9, ,23.0, ,0.05,G,25.2,1000,2
1047099999,3/26/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",26.3,5,17.5,5,999.9,5,961.8,5,41.6,5,11.3,5,13.6,999.9,30.0, ,13.3, ,0.0,G,25.2,0,2
1047099999,3/27/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",30.0,6,27.1,6,989.7,6,952.3,6,21.5,6,6.8,6,9.7,999.9,37.8, ,19.2, ,0.04,G,24.8,1000,2
1047099999,3/28/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",30.2,4,23.2,4,992.3,4,954.8,4,42.7,4,4.4,4,5.8,999.9,39.7, ,19.8, ,0.04,G,24.8,0,2
1047099999,3/29/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",30.9,6,26.7,6,995.0,6,957.4,6,14.7,6,4.9,6,9.7,999.9,37.9, ,24.6, ,0.17,G,26.4,1000,3
1047099999,3/30/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",28.6,6,24.1,6,1009.8,6,971.6,6,28.0,6,5.2,6,9.7,999.9,30.7, ,24.8, ,0.03,G,27.2,1000,2
1047099999,3/31/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",30.5,6,25.5,6,1018.4,6,980.0,6,25.4,6,5.5,6,9.7,999.9,35.6, ,26.4, ,0.02,G,26.4,1000,3
1047099999,4/1/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",23.8,6,15.9,6,1017.6,6,978.6,6,36.8,6,8.1,6,9.7,999.9,37.4, ,-0.8, ,0.01,G,26.4,1000,2
1047099999,4/2/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",38.2,6,27.6,6,1013.6,6,976.0,6,37.8,6,12.3,6,19.4,999.9,42.3, ,34.2, ,0.0,G,25.6,0,3
1047099999,4/3/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",37.1,5,27.3,5,994.7,5,957.6,5,38.5,5,10.5,5,13.6,999.9,41.5, ,32.7, ,0.0,G,24.8,0,3
1047099999,4/4/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",23.8,5,16.2,5,1018.0,5,979.0,5,39.8,5,9.7,5,9.7,999.9,35.6, ,15.8, ,0.03,G,25.2,1000,2
1047099999,4/5/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",20.4,6,12.9,6,1020.3,6,981.0,6,40.4,6,3.9,6,5.8,999.9,29.7, ,1.2, ,0.02,G,25.2,0,2
1047099999,4/6/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",30.1,6,25.6,6,1016.0,6,977.6,6,20.8,6,6.8,6,9.7,999.9,34.3, ,21.7, ,0.02,G,24.8,1000,2
1047099999,4/7/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",32.6,6,22.1,6,1023.6,6,985.2,6,34.2,6,4.5,6,9.7,999.9,37.6, ,28.6, ,0.01,G,25.2,1000,3
1047099999,4/8/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",36.1,6,27.3,6,1010.5,6,972.8,6,34.7,6,11.0,6,13.6,999.9,41.5, ,27.1, ,0.0,G,25.2,0,3
1047099999,4/9/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",20.5,6,13.2,6,1011.9,6,973.0,6,33.1,6,19.4,6,23.3,999.9,27.1, ,15.8, ,0.02,G,24.8,0,2
1047099999,4/10/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",15.0,6,9.9,6,1005.9,6,966.7,6,14.7,6,5.8,6,9.7,999.9,19.6, ,4.1, ,0.0,G,24.8,1000,2
1047099999,4/11/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",19.0,6,10.9,6,1001.9,6,963.2,6,35.7,6,7.4,6,13.6,999.9,24.8, ,9.5, ,0.09,G,25.2,1000,2
1047099999,4/12/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",16.8,6,7.7,6,995.5,6,956.9,6,40.9,6,3.2,6,5.8,999.9,28.0, ,-0.2, ,0.0,G,25.2,0,2
1047099999,4/13/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",27.8,5,17.2,5,1001.4,5,963.4,5,40.4,5,8.2,5,9.7,999.9,33.4, ,4.1, ,0.0,G,25.2,0,2
1047099999,4/14/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",25.4,6,22.3,6,996.4,6,958.4,6,20.6,6,4.5,6,9.7,999.9,29.3, ,15.6, ,0.0,G,24.8,1000,2
1047099999,4/15/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",29.0,6,19.7,6,1011.6,6,973.3,6,28.2,6,5.5,6,9.7,999.9,35.4, ,24.8, ,0.28,G,27.2,1000,2
1047099999,4/16/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",31.4,6,24.2,6,1018.1,6,979.7,6,39.9,6,5.8,6,9.7,999.9,36.7, ,18.0, ,0.02,G,26.4,0,2
1047099999,4/17/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",41.0,5,35.5,5,1009.6,5,972.3,5,39.1,5,2.3,5,5.8,999.9,46.2, ,32.5, ,0.37,G,25.2,0,3
1047099999,4/18/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",36.7,6,32.4,6,1004.2,6,966.7,6,32.1,6,6.5,6,13.6,999.9,43.0, ,33.4, ,0.0,G,24.4,10000,3
1047099999,4/19/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",31.4,5,24.6,5,1015.1,5,976.9,5,23.6,5,3.5,5,9.7,999.9,35.2, ,24.3, ,0.15,G,23.6,1000,2
1047099999,4/20/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",27.3,6,16.6,6,1016.9,6,978.3,6,40.4,6,6.2,6,9.7,999.9,32.4, ,14.5, ,0.05,G,24.0,0,2
1047099999,4/21/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",23.9,6,13.7,6,1021.5,6,982.4,6,35.2,6,5.8,6,9.7,999.9,32.2, ,9.0, ,0.0,G,23.6,0,2
1047099999,4/22/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",21.3,6,16.9,6,1019.6,6,980.4,6,21.2,6,4.5,6,9.7,999.9,31.6, ,1.6, ,0.0,G,23.6,1000,2
1047099999,4/23/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",30.1,5,19.2,5,1018.2,5,979.8,5,39.8,5,10.7,4,13.6,999.9,34.2, ,10.0, ,0.07,G,24.0,0,2
1047099999,4/24/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",24.3,6,13.3,6,1019.6,6,980.7,6,41.4,6,5.2,6,5.8,999.9,34.5, ,5.9, ,0.0,G,23.6,0,2
1047099999,4/25/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",26.3,6,17.1,6,1017.5,6,978.7,6,35.2,6,9.7,6,13.6,999.9,31.8, ,17.2, ,0.0,G,23.2,1000,2
1047099999,4/26/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",24.7,5,10.7,5,1026.5,5,987.3,5,40.4,5,7.8,5,9.7,999.9,29.3, ,6.1, ,0.0,G,23.2,0,2
1047099999,4/27/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",30.8,6,19.6,6,1017.5,6,979.1,6,39.9,6,9.1,6,9.7,999.9,36.9, ,16.5, ,0.0,G,23.2,0,2
1047099999,4/28/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",26.2,5,22.1,5,1010.7,5,972.2,5,8.5,5,9.7,5,9.7,999.9,35.1, ,24.6, ,0.04,G,22.0,1000,2
1047099999,4/29/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",21.3,6,11.1,6,1018.4,6,979.3,6,40.4,6,7.4,6,9.7,999.9,30.4, ,-1.5, ,0.1,G,23.2,0,2
1047099999,4/30/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",23.5,6,11.2,6,1014.1,6,975.3,6,40.4,6,8.1,6,13.6,999.9,35.6, ,-3.6, ,0.0,G,23.2,0,2
1047099999,5/1/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",37.6,6,25.7,6,1008.4,5,970.8,5,39.9,6,7.8,6,9.7,999.9,43.3, ,29.1, ,0.0,G,22.0,0,3
1047099999,5/2/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",35.6,6,30.4,6,992.2,6,955.2,6,30.0,6,6.8,6,9.7,999.9,40.3, ,27.1, ,0.0,G,20.5,10000,3
1047099999,5/3/2025,69.0166667,23.0666667,307.0,"KAUTOKEINO II, NO",32.8,5,20.0,5,995.3,5,957.9,5,39.8,5,10.5,5,13.6,999.9,36.1, ,29.8, ,0.22,G,19.7,0,3
